Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Is_DuckWorthLewis,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,City_Name,Host_Country
336020,11-May-08,5,6,1,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,3,5,32,Jaipur,India
336021,12-May-08,4,2,1,"Punjab Cricket Association Stadium, Mohali",2,bat,0,1,0,by wickets,9,4,100,Chandigarh,India
336022,13-May-08,1,6,1,Eden Gardens,1,bat,0,1,0,by runs,23,1,144,Kolkata,India
336023,14-May-08,7,3,1,Wankhede Stadium,7,field,0,1,0,by wickets,9,7,44,Mumbai,India
336024,28-May-08,4,5,1,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by runs,41,4,100,Chandigarh,India
336025,15-May-08,6,8,1,Feroz Shah Kotla,8,field,0,1,0,by runs,12,6,136,Delhi,India
336026,16-May-08,7,1,1,Wankhede Stadium,7,field,0,1,0,by wickets,8,7,49,Mumbai,India
336027,17-May-08,6,4,1,Feroz Shah Kotla,6,bat,0,1,1,by runs,6,4,64,Delhi,India
336028,17-May-08,5,2,1,Sawai Mansingh Stadium,2,field,0,1,0,by runs,65,5,74,Jaipur,India
336029,18-May-08,8,7,1,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,25,7,71,Hyderabad,India
336030,18-May-08,1,3,1,Eden Gardens,1,bat,0,1,1,by runs,3,3,122,Kolkata,India
336031,19-May-08,2,6,1,M Chinnaswamy Stadium,6,field,0,1,0,by wickets,5,6,132,Bangalore,India
336032,20-May-08,1,5,1,Eden Gardens,5,field,0,1,0,by wickets,6,5,31,Kolkata,India
336033,21-May-08,7,4,1,Wankhede Stadium,7,field,0,1,0,by runs,1,4,100,Mumbai,India
336034,21-May-08,3,2,1,"MA Chidambaram Stadium, Chepauk",2,bat,0,1,0,by runs,14,2,124,Chennai,India
336036,23-May-08,4,8,1,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,6,4,100,Chandigarh,India
336037,24-May-08,6,7,1,Feroz Shah Kotla,6,field,0,1,0,by wickets,5,6,88,Delhi,India
336038,24-May-08,3,5,1,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,0,by runs,10,5,109,Chennai,India
336039,03-May-08,2,8,1,M Chinnaswamy Stadium,8,field,0,1,0,by runs,3,2,14,Bangalore,India
336040,25-May-08,1,4,1,Eden Gardens,4,bat,0,1,0,by wickets,3,1,105,Kolkata,India
336041,26-May-08,5,7,1,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,5,5,102,Jaipur,India
336042,27-May-08,8,3,1,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,0,by wickets,7,3,21,Hyderabad,India
336043,30-May-08,6,5,1,Wankhede Stadium,6,field,0,1,0,by runs,105,5,32,Mumbai,India
336044,31-May-08,3,4,1,Wankhede Stadium,4,bat,0,1,0,by wickets,9,3,122,Mumbai,India
336045,01-Jun-08,3,5,1,Dr DY Patil Sports Academy,5,field,0,1,0,by wickets,3,5,31,Mumbai,India
392186,18-Apr-09,3,7,2,Newlands,3,field,0,1,0,by runs,19,7,133,Cape Town,South Africa
392187,18-Apr-09,2,5,2,Newlands,2,bat,0,1,0,by runs,75,2,6,Cape Town,South Africa
392188,19-Apr-09,6,4,2,Newlands,6,field,0,1,1,by wickets,10,6,175,Cape Town,South Africa
392189,19-Apr-09,8,1,2,Newlands,1,bat,0,1,0,by wickets,8,8,61,Cape Town,South Africa
392190,20-Apr-09,2,3,2,St George's Park,3,bat,0,1,0,by runs,92,3,121,Port Elizabeth,South Africa
392191,21-Apr-09,4,1,2,Kingsmead,1,field,0,1,1,by runs,11,1,162,Durban,South Africa
392193,22-Apr-09,2,8,2,Newlands,8,bat,0,1,0,by runs,24,8,53,Cape Town,South Africa
392194,23-Apr-09,3,6,2,Kingsmead,6,bat,0,1,0,by runs,9,6,110,Durban,South Africa
392195,23-Apr-09,1,5,2,Newlands,1,field,1,1,0,Tie,,5,31,Cape Town,South Africa
392196,24-Apr-09,2,4,2,Kingsmead,2,bat,0,1,0,by wickets,7,4,161,Durban,South Africa
392197,25-Apr-09,8,7,2,Kingsmead,8,bat,0,1,0,by runs,12,8,131,Durban,South Africa
392199,26-Apr-09,2,6,2,St George's Park,2,bat,0,1,0,by wickets,6,6,135,Port Elizabeth,South Africa
392200,26-Apr-09,4,5,2,Newlands,4,bat,0,1,0,by runs,27,4,26,Cape Town,South Africa
392201,27-Apr-09,3,8,2,Kingsmead,8,field,0,1,0,by wickets,6,8,97,Durban,South Africa
392202,27-Apr-09,1,7,2,St George's Park,7,bat,0,1,0,by runs,92,7,133,Port Elizabeth,South Africa
392203,28-Apr-09,6,5,2,SuperSport Park,6,bat,0,1,0,by wickets,5,5,31,Centurion,South Africa
392204,29-Apr-09,2,1,2,Kingsmead,1,bat,0,1,0,by wickets,5,2,11,Durban,South Africa
392205,29-Apr-09,4,7,2,Kingsmead,4,bat,0,1,0,by runs,3,4,26,Durban,South Africa
392206,30-Apr-09,8,6,2,SuperSport Park,6,field,0,1,0,by wickets,6,6,223,Centurion,South Africa
392207,30-Apr-09,3,5,2,SuperSport Park,5,field,0,1,0,by runs,38,3,21,Centurion,South Africa
392208,01-May-09,1,7,2,Buffalo Park,7,bat,0,1,0,by runs,9,7,154,East London,South Africa
392209,01-May-09,2,4,2,Kingsmead,2,bat,0,1,0,by runs,8,2,27,Durban,South Africa
392210,02-May-09,8,5,2,St George's Park,8,bat,0,1,0,by wickets,3,5,31,Port Elizabeth,South Africa
392211,02-May-09,3,6,2,New Wanderers Stadium,6,field,0,1,0,by runs,18,3,186,Johannesburg,South Africa
392212,03-May-09,4,1,2,St George's Park,1,bat,0,1,0,by wickets,6,4,64,Port Elizabeth,South Africa
392213,03-May-09,2,7,2,New Wanderers Stadium,7,bat,0,1,0,by wickets,9,2,9,Johannesburg,South Africa
392214,04-May-09,3,8,2,Buffalo Park,3,bat,0,1,0,by runs,78,3,20,East London,South Africa
392215,05-May-09,4,5,2,Kingsmead,4,field,0,1,0,by runs,78,5,74,Durban,South Africa
392216,05-May-09,6,1,2,Kingsmead,1,bat,0,1,0,by wickets,9,6,40,Durban,South Africa
392217,06-May-09,8,7,2,SuperSport Park,8,bat,0,1,0,by runs,19,8,57,Centurion,South Africa
392218,07-May-09,2,5,2,SuperSport Park,5,field,0,1,0,by wickets,7,5,196,Centurion,South Africa
392219,07-May-09,3,4,2,SuperSport Park,3,bat,0,1,1,by runs,12,3,18,Centurion,South Africa
392220,08-May-09,6,7,2,Buffalo Park,7,bat,0,1,0,by wickets,7,6,73,East London,South Africa
392221,09-May-09,8,4,2,De Beers Diamond Oval,4,field,0,1,0,by wickets,3,4,64,Kimberley,South Africa
392222,09-May-09,3,5,2,De Beers Diamond Oval,5,bat,0,1,0,by wickets,7,3,23,Kimberley,South Africa
392223,10-May-09,2,7,2,St George's Park,7,bat,0,1,0,by runs,16,7,154,Port Elizabeth,South Africa
392224,10-May-09,6,1,2,New Wanderers Stadium,6,field,0,1,0,by wickets,7,6,136,Johannesburg,South Africa
392225,11-May-09,8,5,2,De Beers Diamond Oval,8,bat,0,1,0,by runs,53,8,147,Kimberley,South Africa
392226,12-May-09,2,1,2,SuperSport Park,2,field,0,1,0,by wickets,6,2,52,Centurion,South Africa
392227,12-May-09,4,7,2,SuperSport Park,4,bat,0,1,0,by wickets,8,7,50,Centurion,South Africa
392228,13-May-09,8,6,2,Kingsmead,8,field,0,1,0,by runs,12,6,89,Durban,South Africa
392229,14-May-09,2,3,2,Kingsmead,3,bat,0,1,0,by wickets,2,2,52,Durban,South Africa
392230,14-May-09,7,5,2,Kingsmead,5,bat,0,1,0,by runs,2,5,38,Durban,South Africa
392231,15-May-09,6,4,2,OUTsurance Oval,4,field,0,1,0,by wickets,6,4,66,Bloemfontein,South Africa
392232,16-May-09,3,7,2,St George's Park,7,bat,0,1,0,by wickets,7,3,18,Port Elizabeth,South Africa
392233,16-May-09,8,1,2,New Wanderers Stadium,8,field,0,1,0,by wickets,6,8,57,Johannesburg,South Africa
392234,17-May-09,8,4,2,New Wanderers Stadium,8,field,0,1,0,by runs,1,4,27,Johannesburg,South Africa
392235,17-May-09,6,5,2,OUTsurance Oval,6,bat,0,1,0,by runs,14,6,110,Bloemfontein,South Africa
392236,18-May-09,3,1,2,SuperSport Park,3,bat,0,1,0,by wickets,7,1,104,Centurion,South Africa
392237,19-May-09,2,6,2,New Wanderers Stadium,6,bat,0,1,0,by wickets,7,2,9,Johannesburg,South Africa
392238,20-May-09,1,5,2,Kingsmead,1,field,0,1,0,by wickets,4,1,63,Durban,South Africa
392239,20-May-09,3,4,2,Kingsmead,3,bat,0,1,0,by runs,24,3,121,Durban,South Africa
392240,21-May-09,6,7,2,SuperSport Park,6,field,0,1,0,by wickets,4,6,41,Centurion,South Africa
392241,21-May-09,2,8,2,SuperSport Park,2,bat,0,1,0,by runs,12,2,96,Centurion,South Africa
392242,22-May-09,6,8,2,SuperSport Park,8,field,0,1,0,by wickets,6,8,53,Centurion,South Africa
392243,23-May-09,2,3,2,New Wanderers Stadium,2,field,0,1,0,by wickets,6,2,96,Johannesburg,South Africa
392244,24-May-09,2,8,2,New Wanderers Stadium,2,field,0,1,0,by runs,6,8,124,Johannesburg,South Africa
419111,12-Mar-10,8,1,3,Dr DY Patil Sports Academy,8,field,0,1,0,by runs,11,1,191,Mumbai,India
419112,13-Mar-10,7,5,3,Brabourne Stadium,7,bat,0,1,0,by runs,4,7,31,Mumbai,India
419113,13-Mar-10,4,6,3,"Punjab Cricket Association Stadium, Mohali",6,field,0,1,0,by wickets,5,6,40,Chandigarh,India
419114,14-Mar-10,1,2,3,Eden Gardens,1,field,0,1,0,by wickets,7,1,87,Kolkata,India
419115,14-Mar-10,3,8,3,"MA Chidambaram Stadium, Chepauk",8,bat,0,1,0,by runs,31,8,60,Chennai,India
419116,15-Mar-10,5,6,3,"Sardar Patel Stadium, Motera",6,field,0,1,0,by wickets,6,6,41,Ahmedabad,India
419117,16-Mar-10,2,4,3,M Chinnaswamy Stadium,4,bat,0,1,0,by wickets,8,2,9,Bangalore,India
419118,16-Mar-10,1,3,3,Eden Gardens,3,bat,0,1,0,by runs,55,3,20,Kolkata,India
419119,17-Mar-10,6,7,3,Feroz Shah Kotla,6,field,0,1,0,by runs,98,7,133,Delhi,India
419120,18-Mar-10,2,5,3,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,10,2,9,Bangalore,India
419121,19-Mar-10,6,3,3,Feroz Shah Kotla,6,bat,0,1,0,by wickets,5,3,18,Delhi,India
419122,19-Mar-10,8,4,3,Barabati Stadium,4,field,0,1,0,by runs,6,8,56,Cuttack,India
419123,20-Mar-10,5,1,3,"Sardar Patel Stadium, Motera",5,bat,0,1,0,by runs,34,5,211,Ahmedabad,India
419124,20-Mar-10,7,2,3,Brabourne Stadium,7,bat,0,1,0,by wickets,7,2,9,Mumbai,India
419125,21-Mar-10,8,6,3,Barabati Stadium,8,bat,0,1,0,by runs,10,8,56,Cuttack,India
419126,21-Mar-10,3,4,3,"MA Chidambaram Stadium, Chepauk",3,field,1,1,0,Tie,,4,233,Chennai,India
419127,22-Mar-10,7,1,3,Brabourne Stadium,1,bat,0,1,0,by wickets,7,7,133,Mumbai,India
419128,23-Mar-10,2,3,3,M Chinnaswamy Stadium,3,field,0,1,0,by runs,36,2,46,Bangalore,India
419129,24-Mar-10,4,5,3,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by runs,31,5,230,Chandigarh,India
419130,25-Mar-10,7,3,3,Brabourne Stadium,7,field,0,1,0,by wickets,5,7,133,Mumbai,India
419131,26-Mar-10,5,8,3,"Sardar Patel Stadium, Motera",8,bat,0,1,0,by wickets,8,5,31,Ahmedabad,India
419132,27-Mar-10,4,1,3,"Punjab Cricket Association Stadium, Mohali",1,bat,0,1,0,by runs,39,1,87,Chandigarh,India
419133,25-Mar-10,2,6,3,M Chinnaswamy Stadium,2,field,0,1,0,by runs,17,6,237,Bangalore,India
419134,28-Mar-10,5,3,3,"Sardar Patel Stadium, Motera",5,bat,0,1,0,by runs,17,5,183,Ahmedabad,India
419135,28-Mar-10,8,7,3,Dr DY Patil Sports Academy,8,field,0,1,0,by runs,41,7,50,Mumbai,India
419136,29-Mar-10,6,1,3,Feroz Shah Kotla,6,bat,0,1,0,by runs,40,6,187,Delhi,India
419137,30-Mar-10,7,4,3,Brabourne Stadium,7,field,0,1,0,by wickets,4,7,194,Mumbai,India
419138,31-Mar-10,3,2,3,"MA Chidambaram Stadium, Chepauk",2,bat,0,1,0,by wickets,5,3,185,Chennai,India
419139,31-Mar-10,6,5,3,Feroz Shah Kotla,6,bat,0,1,0,by runs,67,6,88,Delhi,India
419140,01-Apr-10,1,8,3,Eden Gardens,1,bat,0,1,0,by runs,24,1,1,Kolkata,India
419141,02-Apr-10,4,2,3,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,6,2,158,Chandigarh,India
419142,03-Apr-10,3,5,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,23,3,185,Chennai,India
419143,03-Apr-10,7,8,3,Brabourne Stadium,7,bat,0,1,0,by runs,63,7,208,Mumbai,India
419144,04-Apr-10,1,4,3,Eden Gardens,1,bat,0,1,0,by wickets,8,4,64,Kolkata,India
419145,04-Apr-10,6,2,3,Feroz Shah Kotla,6,bat,0,1,0,by runs,37,6,241,Delhi,India
419146,05-Apr-10,8,5,3,"Vidarbha Cricket Association Stadium, Jamtha",5,bat,0,1,0,by runs,2,5,38,Nagpur,India
419147,06-Apr-10,3,7,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,24,3,21,Chennai,India
419148,07-Apr-10,5,4,3,Sawai Mansingh Stadium,4,bat,0,1,0,by wickets,9,5,224,Jaipur,India
419149,07-Apr-10,1,6,3,Eden Gardens,1,bat,0,1,0,by runs,14,1,1,Kolkata,India
419150,08-Apr-10,2,8,3,M Chinnaswamy Stadium,8,field,0,1,0,by wickets,7,8,178,Bangalore,India
419151,09-Apr-10,4,7,3,"Punjab Cricket Association Stadium, Mohali",7,bat,0,1,0,by wickets,6,4,26,Chandigarh,India
419152,10-Apr-10,8,3,3,"Vidarbha Cricket Association Stadium, Jamtha",3,bat,0,1,0,by wickets,6,8,188,Nagpur,India
419153,10-Apr-10,2,1,3,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,81,Bangalore,India
419154,11-Apr-10,6,4,3,Feroz Shah Kotla,6,bat,0,1,0,by wickets,7,4,67,Delhi,India
419155,11-Apr-10,5,7,3,Sawai Mansingh Stadium,5,field,0,1,0,by runs,37,7,133,Jaipur,India
419156,12-Apr-10,8,2,3,"Vidarbha Cricket Association Stadium, Jamtha",2,field,0,1,0,by runs,13,8,256,Nagpur,India
419157,13-Apr-10,7,6,3,Brabourne Stadium,7,bat,0,1,0,by runs,39,7,221,Mumbai,India
419158,13-Apr-10,3,1,3,"MA Chidambaram Stadium, Chepauk",1,bat,0,1,0,by wickets,9,3,201,Chennai,India
419159,14-Apr-10,5,2,3,Sawai Mansingh Stadium,5,bat,0,1,0,by wickets,5,2,158,Jaipur,India
419160,15-Apr-10,3,6,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,6,6,40,Chennai,India
419161,16-Apr-10,4,8,3,Himachal Pradesh Cricket Association Stadium,8,field,0,1,0,by wickets,5,8,57,Dharamsala,India
419162,17-Apr-10,2,7,3,M Chinnaswamy Stadium,2,field,0,1,0,by runs,57,7,210,Bangalore,India
419163,17-Apr-10,1,5,3,Eden Gardens,5,bat,0,1,0,by wickets,8,1,346,Kolkata,India
419164,18-Apr-10,4,3,3,Himachal Pradesh Cricket Association Stadium,3,field,0,1,0,by wickets,6,3,20,Dharamsala,India
419165,18-Apr-10,6,8,3,Feroz Shah Kotla,8,bat,0,1,0,by runs,11,8,56,Delhi,India
419166,19-Apr-10,1,7,3,Eden Gardens,7,bat,0,1,0,by wickets,9,1,83,Kolkata,India
419167,21-Apr-10,2,7,3,Dr DY Patil Sports Academy,7,bat,0,1,0,by runs,35,7,221,Mumbai,India
419168,22-Apr-10,3,8,3,Dr DY Patil Sports Academy,3,bat,0,1,0,by runs,38,3,248,Mumbai,India
419169,24-Apr-10,2,8,3,Dr DY Patil Sports Academy,8,bat,0,1,0,by wickets,9,2,124,Mumbai,India
419170,25-Apr-10,3,7,3,Dr DY Patil Sports Academy,3,bat,0,1,0,by runs,22,3,21,Mumbai,India
501203,08-Apr-11,3,1,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,2,3,125,Chennai,India
501204,09-Apr-11,8,5,4,"Rajiv Gandhi International Stadium, Uppal",5,field,0,1,0,by wickets,8,5,39,Hyderabad,India
501205,09-Apr-11,9,2,4,Nehru Stadium,9,bat,0,1,0,by wickets,6,2,110,Kochi,India
501206,10-Apr-11,6,7,4,Feroz Shah Kotla,6,bat,0,1,0,by wickets,8,7,194,Delhi,India
501207,10-Apr-11,10,4,4,Dr DY Patil Sports Academy,4,bat,0,1,0,by wickets,7,10,273,Mumbai,India
501208,11-Apr-11,1,8,4,Eden Gardens,1,bat,0,1,0,by runs,9,1,9,Kolkata,India
501209,12-Apr-11,5,6,4,Sawai Mansingh Stadium,6,bat,0,1,0,by wickets,6,5,38,Jaipur,India
501210,12-Apr-11,2,7,4,M Chinnaswamy Stadium,7,field,0,1,0,by wickets,9,7,133,Bangalore,India
501211,13-Apr-11,4,3,4,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,6,4,167,Chandigarh,India
501212,13-Apr-11,10,9,4,Dr DY Patil Sports Academy,9,bat,0,1,0,by wickets,4,10,231,Mumbai,India
501213,14-Apr-11,8,2,4,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,0,by runs,33,8,94,Hyderabad,India
501214,15-Apr-11,5,1,4,Sawai Mansingh Stadium,1,field,0,1,0,by wickets,9,1,40,Jaipur,India
501215,15-Apr-11,7,9,4,Wankhede Stadium,9,field,0,1,0,by wickets,8,9,2,Mumbai,India
501216,16-Apr-11,3,2,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,21,3,19,Chennai,India
501217,16-Apr-11,8,4,4,"Rajiv Gandhi International Stadium, Uppal",4,field,0,1,0,by wickets,8,4,167,Hyderabad,India
501218,17-Apr-11,10,6,4,Dr DY Patil Sports Academy,6,field,0,1,0,by wickets,3,6,27,Mumbai,India
501219,17-Apr-11,1,5,4,Eden Gardens,1,field,0,1,0,by wickets,8,1,151,Kolkata,India
501220,18-Apr-11,9,3,4,Nehru Stadium,9,field,0,1,1,by wickets,7,9,2,Kochi,India
501221,19-Apr-11,6,8,4,Feroz Shah Kotla,8,bat,0,1,0,by runs,16,8,65,Delhi,India
501223,20-Apr-11,7,10,4,Wankhede Stadium,10,bat,0,1,0,by wickets,7,7,126,Mumbai,India
501224,20-Apr-11,1,9,4,Eden Gardens,1,field,0,1,0,by runs,6,9,64,Kolkata,India
501225,21-Apr-11,4,5,4,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by runs,48,4,100,Chandigarh,India
501226,22-Apr-11,7,3,4,Wankhede Stadium,3,field,0,1,0,by runs,8,7,50,Mumbai,India
501227,22-Apr-11,1,2,4,Eden Gardens,2,field,0,1,0,by wickets,9,2,162,Kolkata,India
501228,23-Apr-11,6,4,4,Feroz Shah Kotla,4,field,0,1,0,by runs,29,6,187,Delhi,India
501229,24-Apr-11,8,7,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,37,7,194,Hyderabad,India
501230,24-Apr-11,5,9,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,8,5,38,Jaipur,India
501231,25-Apr-11,3,10,4,"MA Chidambaram Stadium, Chepauk",10,field,0,1,0,by runs,25,3,19,Chennai,India
501232,26-Apr-11,6,2,4,Feroz Shah Kotla,2,field,0,1,0,by wickets,3,2,8,Delhi,India
501233,27-Apr-11,10,3,4,Dr DY Patil Sports Academy,10,bat,0,1,0,by wickets,8,3,248,Mumbai,India
501234,27-Apr-11,9,8,4,Nehru Stadium,9,field,0,1,0,by runs,55,8,84,Kochi,India
501235,28-Apr-11,6,1,4,Feroz Shah Kotla,6,field,0,1,0,by runs,17,1,87,Delhi,India
501236,29-Apr-11,5,7,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,7,5,192,Jaipur,India
501237,29-Apr-11,2,10,4,M Chinnaswamy Stadium,10,field,0,1,0,by runs,26,2,8,Bangalore,India
501238,30-Apr-11,9,6,4,Nehru Stadium,6,bat,0,1,0,by runs,38,6,41,Kochi,India
501239,30-Apr-11,1,4,4,Eden Gardens,1,field,0,1,0,by wickets,8,1,140,Kolkata,India
501240,01-May-11,5,10,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,6,5,52,Jaipur,India
501241,01-May-11,3,8,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,19,3,109,Chennai,India
501242,02-May-11,7,4,4,Wankhede Stadium,4,field,0,1,0,by runs,23,7,221,Mumbai,India
501243,02-May-11,6,9,4,Feroz Shah Kotla,9,field,0,1,0,by wickets,7,9,294,Delhi,India
501244,03-May-11,8,1,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,20,1,31,Hyderabad,India
501245,04-May-11,3,5,4,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,0,by wickets,8,3,19,Chennai,India
501246,04-May-11,10,7,4,Dr DY Patil Sports Academy,10,field,0,1,0,by runs,21,7,235,Mumbai,India
501247,05-May-11,9,1,4,Nehru Stadium,1,field,0,1,0,by runs,17,9,104,Kochi,India
501248,05-May-11,8,6,4,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,0,by wickets,4,6,41,Hyderabad,India
501249,06-May-11,2,4,4,M Chinnaswamy Stadium,4,field,0,1,0,by runs,85,2,162,Bangalore,India
501250,07-May-11,1,3,4,Eden Gardens,3,bat,0,1,1,by runs,10,1,140,Kolkata,India
501251,07-May-11,7,6,4,Wankhede Stadium,6,field,0,1,0,by runs,32,7,208,Mumbai,India
501252,08-May-11,2,9,4,M Chinnaswamy Stadium,9,bat,0,1,0,by wickets,9,2,162,Bangalore,India
501253,08-May-11,4,10,4,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,5,10,235,Chandigarh,India
501254,09-May-11,5,3,4,Sawai Mansingh Stadium,5,field,0,1,0,by runs,63,3,185,Jaipur,India
501255,10-May-11,8,10,4,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,0,by wickets,6,10,253,Hyderabad,India
501256,10-May-11,4,7,4,"Punjab Cricket Association Stadium, Mohali",7,field,0,1,0,by runs,76,4,302,Chandigarh,India
501257,11-May-11,5,2,4,Sawai Mansingh Stadium,2,field,0,1,0,by wickets,9,2,270,Jaipur,India
501258,12-May-11,3,6,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,18,3,20,Chennai,India
501259,13-May-11,9,4,4,Holkar Cricket Stadium,4,field,0,1,0,by wickets,6,4,88,Indore,India
501260,14-May-11,2,1,4,M Chinnaswamy Stadium,2,field,0,1,1,by wickets,4,2,162,Bangalore,India
501261,14-May-11,7,8,4,Wankhede Stadium,8,bat,0,1,0,by runs,10,8,136,Mumbai,India
